"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"2190","Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.","1","dataset/yelp_labelled.txt","3","Positive"
"2595","It was a pale color instead of nice and char and has NO flavor.","0","dataset/yelp_labelled.txt","1","Negative"
"1877","You could drive a semi truck into these holes!  ","0","dataset/imdb_labelled.txt","1","Negative"
"2676","A fantastic neighborhood gem !!!","1","dataset/yelp_labelled.txt","3","Positive"
"2821","But I definitely would not eat here again.","0","dataset/yelp_labelled.txt","1","Negative"
"1833","It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ","1","dataset/imdb_labelled.txt","3","Positive"
"287","I wouldn't recommend buying this product.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"32","This product is ideal for people like me whose ears are very sensitive.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"602","The real killer is the volume, and of course it breaking.","0","dataset/amazon_cells_labelled.txt","3","Positive"
"818","Gets a signal when other Verizon phones won't.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1127","I liked this movie way too much.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2405","Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.","1","dataset/yelp_labelled.txt","1","Negative"
"314","Phone now holds charge like it did when it was new.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1380","Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1830","Trumbull on I LOVE LUCY).  ","1","dataset/imdb_labelled.txt","1","Negative"
"446","I searched the Internet, and found this one to be the best value.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"2564","I believe that this place is a great stop for those with a huge belly and hankering for sushi.","1","dataset/yelp_labelled.txt","3","Positive"
"93","Worked great!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2845","We could not believe how dirty the oysters were!","0","dataset/yelp_labelled.txt","1","Negative"
"1888","At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"792","I own 2 of these cases and would order another.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"2402","Overall, I was very disappointed with the quality of food at Bouchon.","0","dataset/yelp_labelled.txt","2","Neutral"
"2203","The warm beer didn't help.","0","dataset/yelp_labelled.txt","3","Positive"
"270","Love this headset!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2847","I would not recommend this place.","0","dataset/yelp_labelled.txt","1","Negative"
"2681","I gave it 5 stars then, and I'm giving it 5 stars now.","1","dataset/yelp_labelled.txt","1","Negative"
"686","Easy to pair with my Samsung Cell.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"2369","The staff are great, the ambiance is great.","1","dataset/yelp_labelled.txt","3","Positive"
"2313","The food was very good.","1","dataset/yelp_labelled.txt","3","Positive"
"642","Very wind-resistant.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2870","The feel of the dining room was more college cooking course than high class dining and the service was slow at best.","0","dataset/yelp_labelled.txt","1","Negative"
"2404","Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.","1","dataset/yelp_labelled.txt","3","Positive"
"2793","Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.","0","dataset/yelp_labelled.txt","1","Negative"
"1135","I cannot believe that the actors agreed to do this ""film"".  ","0","dataset/imdb_labelled.txt","1","Negative"
"1787","I love the Scream movies and all horror movies and this one ranks way up there.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1242","This would not even be good as a made for TV flick.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1119","Some applause should be given to the ""prelude"" however.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2061","At least think to refill my water before I struggle to wave you over for 10 minutes.","0","dataset/yelp_labelled.txt","2","Neutral"
"47","Who in their right mind is gonna buy this battery?.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1391","Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ","1","dataset/imdb_labelled.txt","3","Positive"
"680","The volume for the ringer is REAL good (you have choices how loud).","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2020","did not like at all.","0","dataset/yelp_labelled.txt","1","Negative"
"2119","Kind of hard to mess up a steak but they did.","0","dataset/yelp_labelled.txt","1","Negative"
"2486","This isn't a small family restaurant, this is a fine dining establishment.","1","dataset/yelp_labelled.txt","3","Positive"
"2883","We definately enjoyed ourselves.","1","dataset/yelp_labelled.txt","3","Positive"
"520","I am not impressed with this and i would not recommend this item to anyone.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"984","I am going to have to be the first to negatively review this product.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1108","I love Lane, but I've never seen her in a movie this lousy.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1200","The film is way too long.  ","0","dataset/imdb_labelled.txt","1","Negative"
"932","This pair of headphones is the worst that I have ever had sound-wise.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1299","I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ","1","dataset/imdb_labelled.txt","3","Positive"
"181","Don't buy this product.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"531","Keep up the good work Amazon!!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2082","walked in and the place smelled like an old grease trap and only 2 others there eating.","0","dataset/yelp_labelled.txt","0","Verynegative"
"1355","The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2708","Would not recommend to others.","0","dataset/yelp_labelled.txt","1","Negative"
"2485","Delicious and I will absolutely be back!","1","dataset/yelp_labelled.txt","3","Positive"
"236","One of my favorite purchases ever.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1765","This movie is also revealing.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2184","It was probably dirt.","0","dataset/yelp_labelled.txt","1","Negative"
"1839","End of Days is one of the worst big-budget action movies I've ever seen.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2588","I hate those things as much as cheap quality black olives.","0","dataset/yelp_labelled.txt","1","Negative"
"1047","The story itself is just predictable and lazy.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1594","But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1146","This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"219","WORST PHONE EVER.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"690","Works well.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2013","The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.","0","dataset/yelp_labelled.txt","1","Negative"
"2046","The only thing I did like was the prime rib and dessert section.","1","dataset/yelp_labelled.txt","1","Negative"
"261","Good product - incredible value.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2075","I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.","0","dataset/yelp_labelled.txt","1","Negative"
"2055","The portion was huge!","1","dataset/yelp_labelled.txt","2","Neutral"
"2364","Definitely a turn off for me & i doubt I'll be back unless someone else is buying.","0","dataset/yelp_labelled.txt","1","Negative"
"99","Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1757","This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1770","It's a fresh, subtle, and rather sublime effect.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1680","The aerial scenes were well-done.  ","1","dataset/imdb_labelled.txt","3","Positive"
"715","Not worth it.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"322","I ordered this product first and was unhappy with it immediately.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2880","Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.","0","dataset/yelp_labelled.txt","1","Negative"
"397","Using all earpieces, left or right, this thing will not stay on my ear.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"274","I gave it 5 stars because of the sound quality.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"672","A must study for anyone interested in the ""worst sins"" of industrial design.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1993","Lange had become a great actress.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1161","THERE IS NO PLOT OR STORYLINE!!  ","0","dataset/imdb_labelled.txt","1","Negative"
"1767","And it was boring.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2760","The service was poor and thats being nice.","0","dataset/yelp_labelled.txt","1","Negative"
"126","Great audio!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2283","I waited and waited.","0","dataset/yelp_labelled.txt","3","Positive"
"1125","Brilliant!  ","1","dataset/imdb_labelled.txt","3","Positive"
"1741","I just saw this film and I recommend it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2142","The waiter wasn't helpful or friendly and rarely checked on us.","0","dataset/yelp_labelled.txt","1","Negative"
"2987","Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.","0","dataset/yelp_labelled.txt","1","Negative"
"2846","This place deserves no stars.","0","dataset/yelp_labelled.txt","1","Negative"
"2972","The ambiance isn't much better.","0","dataset/yelp_labelled.txt","1","Negative"
